order_id,order_date, Customer ID ,product_category,product_price,quantity,total_price
10123,2024-06-02,ID_293,Beauty,1355.0,1,1355
10124,2024-07-01,C0078,Home,4630.0,2,9260
10125,04/07/2024,C0186,Clothing,2804.0,1,2804
10126,2024-09-17,ID_267,Beauty,9781.0,4,39124
10127,2024-07-15,ID_310,Clothing,4066.0,4,16264
10128,2024-09-05,C0368,Home,4554.0,1,4554
10129,2024-08-27,C0085,Electronics ,4971.0,1,4971
10130,2024-08-28,ID_186,Beauty,6409.0,1,6409
10131,2024-09-01,ID_311,Home,5282.0,1,5282
10132,2024-06-27,C0009,BOOKS,4589.0,1,4589
10133,2024-09-04,C0292,Home,629.0,1,629
10134,2024-06-20,C0003,Beauty,1277.0,4,5108
10135,2024-08-16,C0206,Electronics ,9911.0,4,39644
10136,19/09/2024,ID_009,Electronics ,2255.0,3,6765
10137,2024-06-14,ID_141,Electronics ,6576.0,1,6576
10138,2024-09-29,C0251,Electronics ,8184.0,1,8184
10139,2024-06-23,ID_029,N/A,9069.0,4,36276
10140,2024-09-16,C0030,Beauty,5886.0,2,11772
10141,2024-08-17,C0074,Electronics ,1509.0,1,1509
10142,2024-08-05,ID_241,Home,7166.0,2,14332
10143,2024-09-26,ID_076,Beauty,4309.0,1,4309
10144,2024-07-28,C0286,Clothing,6289.0,2,12578
10145,2024-06-18,C0162,Electronics ,7282.0,2,14564
10146,2024-06-09,C0090,Home,,3,18999
10147,2024-06-05,ID_312,Clothing,9812.0,1,9812
10148,2024-06-21,C0210,Clothing,6857.0,1,6857
10149,2024-06-07,C0214,Electronics ,3389.0,2,6778
10150,2024-09-28,C0181,BOOKS,,3,1125
10151,12/07/2024,ID_052,N/A,729.0,2,1458
10152,2024-06-21,C0008,Clothing,1186.0,1,1186
10153,2024-08-15,ID_282,Clothing,6999.0,3,20997
10154,2024-08-14,C0201,BOOKS,858.0,3,2574
10155,2024-08-21,ID_372,Home,5062.0,3,15186
10156,2024-06-24,C0160,Home,7736.0,2,15472
10157,2024-09-18,C0344,Clothing,7634.0,3,22902
10158,2024-09-09,C0240,Home,1747.0,2,3494
10159,12/07/2024,ID_072,BOOKS,5918.0,3,17754
10160,2024-06-08,ID_143,BOOKS,7538.0,4,30152
10161,2024-06-02,C0193,Clothing,7525.0,2,15050
10162,2024-08-31,ID_101,Clothing,8514.0,2,17028
10163,2024-09-03,ID_091,Home,3678.0,1,3678
10164,2024-07-09,C0254,Home,5852.0,2,11704
10165,21/09/2024,ID_326,Clothing,3756.0,2,7512
10166,2024-08-31,ID_308,Home,7886.0,3,23658
10167,2024-06-18,ID_091,Home,7117.0,4,28468
10168,2024-08-17,ID_317,Home,8346.0,2,16692
10169,17/07/2024,ID_126,Clothing,5405.0,2,10810
10170,11/09/2024,C0164,Home,7420.0,1,7420
10171,2024-09-21,C0230,Electronics ,4049.0,3,12147
10172,25/07/2024,ID_220,Electronics ,8028.0,4,32112
10173,2024-07-01,C0106,BOOKS,8126.0,4,32504
10174,2024-09-23,C0031,Electronics ,1406.0,3,4218
10175,2024-09-15,ID_251,Beauty,8751.0,1,8751
10176,2024-07-08,ID_108,Clothing,8835.0,2,17670
10177,2024-08-17,ID_030,Beauty,8240.0,4,32960
10178,2024-09-12,ID_219,Electronics ,3181.0,2,6362
10179,30/08/2024,ID_042,BOOKS,448.0,1,448
10180,08/06/2024,ID_341,Clothing,3867.0,3,11601
10181,2024-08-12,ID_190,Beauty,5096.0,1,5096
10182,2024-06-11,ID_233,Home,1644.0,1,1644
10183,2024-06-20,ID_298,BOOKS,5650.0,1,5650
10184,2024-09-02,ID_211,BOOKS,1523.0,3,4569
10185,19/06/2024,ID_078,Electronics ,4217.0,2,8434
10186,2024-06-13,ID_289,Clothing,3458.0,3,10374
10187,2024-08-30,ID_181,Clothing,6730.0,4,26920
10188,2024-07-05,C0148,Clothing,5336.0,3,16008
10189,30/07/2024,C0138,Home,4378.0,3,13134
10190,28/08/2024,ID_240,BOOKS,8449.0,1,8449
10191,2024-08-04,ID_069,Beauty,9736.0,4,38944
10192,2024-08-28,ID_263,Clothing,4230.0,4,16920
10193,2024-08-03,ID_099,Home,7059.0,1,7059
10194,2024-08-03,C0021,N/A,4402.0,1,4402
10195,2024-06-08,ID_255,Clothing,5779.0,3,17337
10196,2024-06-26,ID_287,Clothing,4121.0,2,8242
10197,2024-06-12,ID_293,Electronics ,7611.0,2,15222
10198,2024-07-12,C0244,BOOKS,5763.0,3,17289
10199,2024-09-19,C0201,Beauty,8562.0,1,8562
10200,2024-08-07,ID_222,Home,6549.0,4,26196
10201,2024-08-14,C0255,BOOKS,2423.0,3,7269
10202,2024-06-05,C0158,Clothing,7896.0,4,31584
10203,2024-06-02,C0085,Home,8934.0,4,35736
10204,30/06/2024,ID_210,Home,7876.0,4,31504
10205,2024-08-14,C0125,Electronics ,3937.0,2,7874
10206,2024-09-08,ID_298,Electronics ,7294.0,1,7294
10207,2024-08-21,ID_323,Beauty,,3,10863
10208,17/06/2024,C0245,N/A,4186.0,1,4186
10209,2024-09-13,ID_149,Beauty,4009.0,2,8018
10210,2024-07-05,C0152,Electronics ,1105.0,1,1105
10211,2024-06-28,ID_163,Electronics ,1074.0,4,4296
10212,2024-09-26,ID_265,Home,1856.0,1,1856
10213,11/07/2024,C0347,Clothing,873.0,2,1746
10214,2024-09-28,ID_010,BOOKS,6326.0,3,18978
10215,2024-07-13,C0255,Clothing,5681.0,1,5681
10216,2024-06-17,ID_177,Clothing,731.0,2,1462
10217,2024-06-22,ID_151,Electronics ,9199.0,4,36796
10218,2024-08-08,ID_162,BOOKS,6203.0,1,6203
10219,2024-07-08,C0199,Beauty,2368.0,3,7104
10220,2024-09-07,C0351,Beauty,5436.0,3,16308
10221,2024-06-25,C0102,Beauty,6271.0,2,12542
10222,27/07/2024,C0062,Home,,2,5868
10223,2024-07-31,ID_140,Home,9950.0,4,39800
10224,2024-07-15,C0193,Electronics ,2010.0,1,2010
10225,2024-06-11,C0270,Home,9499.0,2,18998
10226,2024-07-21,C0098,Beauty,,2,11402
10227,2024-06-26,C0256,Beauty,5143.0,1,5143
10228,2024-06-16,C0340,Home,8172.0,4,32688
10229,2024-08-19,ID_073,Clothing,6009.0,4,24036
10230,2024-08-23,C0169,BOOKS,1501.0,2,3002
10231,2024-08-27,ID_001,Clothing,235.0,2,470
10232,2024-09-27,ID_055,Beauty,8355.0,2,16710
10233,2024-09-05,C0166,Electronics ,3265.0,1,3265
10234,24/06/2024,ID_146,BOOKS,,4,3096
10235,18/08/2024,C0029,BOOKS,9537.0,2,19074
10236,14/09/2024,C0210,Clothing,6682.0,1,6682
10237,2024-07-28,C0306,Clothing,1956.0,1,1956
10238,2024-09-09,C0203,Home,,4,23772
10239,17/07/2024,C0289,Beauty,9328.0,1,9328
10240,2024-06-07,ID_305,BOOKS,8969.0,4,35876
10241,2024-09-12,C0209,Beauty,1518.0,1,1518
10242,2024-08-16,ID_006,BOOKS,1722.0,1,1722
10243,2024-06-12,ID_245,Electronics ,,3,28893
10244,03/08/2024,C0058,Electronics ,8056.0,1,8056
10245,2024-08-08,C0149,Electronics ,2428.0,4,9712
10246,2024-09-01,C0222,N/A,8192.0,3,24576
10247,02/08/2024,ID_333,Home,7528.0,1,7528
10248,2024-09-26,C0166,BOOKS,5743.0,2,11486
10249,2024-07-23,C0168,Clothing,6163.0,1,6163
10250,2024-07-13,C0121,Beauty,4230.0,4,16920
10251,13/06/2024,ID_180,Home,5359.0,2,10718
10252,2024-09-23,C0011,BOOKS,1567.0,4,6268
10253,2024-09-26,C0245,Clothing,1492.0,1,1492
10254,2024-06-09,C0150,Beauty,4304.0,4,17216
10255,2024-06-15,C0227,N/A,3112.0,1,3112
10256,2024-08-30,C0032,BOOKS,7852.0,3,23556
10257,2024-07-02,C0082,BOOKS,5037.0,3,15111
10258,2024-07-17,ID_154,Clothing,879.0,4,3516
10259,2024-06-04,C0032,Clothing,238.0,2,476
10260,2024-06-22,C0057,Beauty,5117.0,3,15351
10261,29/07/2024,ID_102,N/A,4569.0,4,18276
10262,2024-09-14,ID_014,Electronics ,4373.0,1,4373
10263,2024-08-03,ID_228,Electronics ,3057.0,2,6114
10264,20/07/2024,C0027,Beauty,3460.0,1,3460
10265,2024-06-21,C0073,Home,1654.0,1,1654
10266,2024-06-26,ID_245,Beauty,4912.0,1,4912
10267,2024-09-26,ID_301,N/A,1147.0,2,2294
10268,2024-07-31,ID_119,Electronics ,7560.0,2,15120
10269,2024-07-21,ID_068,BOOKS,5614.0,4,22456
10270,02/07/2024,ID_270,Clothing,6314.0,2,12628
10271,2024-07-13,ID_324,BOOKS,8742.0,2,17484
10272,2024-09-26,ID_353,Beauty,8634.0,2,17268
10273,2024-08-31,ID_270,Beauty,6678.0,4,26712
10274,2024-06-05,C0078,Beauty,6275.0,2,12550
10275,2024-09-03,ID_178,Electronics ,3259.0,3,9777
10276,29/06/2024,C0221,Clothing,1428.0,1,1428
10277,24/06/2024,ID_219,Electronics ,1754.0,1,1754
10278,2024-09-23,C0336,Beauty,9407.0,1,9407
10279,2024-06-20,C0154,N/A,3900.0,1,3900
10280,15/08/2024,ID_060,Beauty,1715.0,1,1715
10281,2024-09-09,ID_322,Clothing,6947.0,2,13894
10282,16/07/2024,C0348,BOOKS,2142.0,1,2142
10283,2024-08-18,ID_182,N/A,7432.0,4,29728
10284,2024-06-05,C0191,Electronics ,6236.0,2,12472
10285,02/09/2024,C0030,Beauty,4321.0,4,17284
10286,09/08/2024,ID_358,Electronics ,1390.0,3,4170
10287,13/07/2024,ID_345,Beauty,4603.0,4,18412
10288,2024-09-21,C0359,Clothing,7443.0,4,29772
10289,2024-07-27,C0341,Home,4749.0,2,9498
10290,05/07/2024,ID_027,Beauty,3596.0,1,3596
10291,2024-08-31,C0236,Electronics ,7016.0,1,7016
10292,15/09/2024,ID_039,N/A,7100.0,2,14200
10293,2024-09-25,ID_131,Home,5870.0,3,17610
10294,2024-06-16,C0003,Electronics ,,4,1300
10295,2024-08-02,ID_320,Home,1116.0,2,2232
10296,2024-07-08,ID_131,Home,5142.0,1,5142
10297,2024-07-12,ID_328,Home,7009.0,1,7009
10298,2024-06-14,C0182,Home,7540.0,1,7540
10299,2024-06-28,C0185,Home,3845.0,2,7690
10300,2024-08-25,ID_110,Clothing,7520.0,1,7520
10301,2024-08-26,C0090,Clothing,7603.0,1,7603
10302,2024-06-02,C0079,Home,5301.0,1,5301
10303,2024-09-10,ID_228,Clothing,4145.0,4,16580
10304,2024-07-17,C0372,Beauty,5156.0,1,5156
10305,2024-06-06,ID_047,Beauty,2208.0,3,6624
10306,2024-08-25,C0090,Clothing,2388.0,1,2388
10307,2024-06-06,ID_038,Clothing,505.0,3,1515
10308,2024-06-27,ID_241,Electronics ,2310.0,1,2310
10309,2024-09-14,ID_062,Clothing,2856.0,1,2856
10310,2024-07-30,ID_126,BOOKS,3586.0,1,3586
10311,2024-07-17,ID_367,Beauty,,1,730
10312,2024-08-15,ID_092,Beauty,8980.0,4,35920
10313,2024-09-14,C0308,Home,3270.0,1,3270
10314,30/09/2024,C0366,Beauty,,3,12189
10315,2024-06-27,ID_118,Clothing,237.0,2,474
10316,21/09/2024,ID_069,N/A,4356.0,1,4356
10317,2024-08-11,ID_190,N/A,9646.0,3,28938
10318,2024-07-21,C0265,Beauty,4502.0,1,4502
10319,04/07/2024,ID_285,Clothing,4328.0,4,17312
10320,2024-07-05,C0299,Electronics ,4713.0,4,18852
10321,2024-09-07,C0104,BOOKS,2778.0,1,2778
10322,2024-07-21,ID_244,Beauty,7537.0,2,15074
10323,2024-07-09,ID_309,Home,1463.0,1,1463
10324,2024-09-17,ID_310,BOOKS,5915.0,4,23660
10325,2024-09-22,ID_237,BOOKS,8638.0,1,8638
10326,2024-09-10,C0370,BOOKS,9513.0,2,19026
10327,2024-07-13,ID_167,N/A,8640.0,2,17280
10328,2024-09-12,C0348,Electronics ,1728.0,3,5184
10329,2024-06-20,C0106,Clothing,5807.0,4,23228
10330,2024-06-01,ID_339,Clothing,3510.0,2,7020
10331,2024-07-19,ID_116,Beauty,,4,36808
10332,2024-07-25,ID_224,Home,613.0,2,1226
10333,21/06/2024,C0366,Home,4677.0,2,9354
10334,2024-08-22,ID_220,N/A,2495.0,4,9980
10335,24/08/2024,ID_360,Clothing,6106.0,2,12212
10336,2024-08-06,C0132,Beauty,6056.0,3,18168
10337,2024-08-29,C0066,Clothing,6903.0,1,6903
10338,27/06/2024,C0296,Beauty,838.0,4,3352
10339,2024-09-04,C0306,Clothing,6587.0,2,13174
10340,2024-06-25,C0288,BOOKS,8709.0,3,26127
10341,05/07/2024,ID_322,Electronics ,2822.0,3,8466
10342,2024-06-10,C0329,N/A,5815.0,3,17445
10343,26/08/2024,C0269,BOOKS,3662.0,1,3662
10344,2024-09-27,C0032,Home,,1,993
10345,2024-07-20,C0059,Electronics ,5634.0,4,22536
10346,2024-09-16,ID_018,Home,2629.0,2,5258
10347,2024-09-18,ID_268,Beauty,442.0,4,1768
10348,2024-07-19,C0257,Clothing,9074.0,4,36296
10349,2024-09-09,C0315,N/A,7386.0,2,14772
10350,2024-09-06,C0171,Beauty,4195.0,2,8390
10351,2024-08-23,C0168,Electronics ,2540.0,1,2540
10352,27/07/2024,C0360,Electronics ,222.0,2,444
10353,2024-09-24,ID_099,Beauty,1308.0,4,5232
10354,2024-07-21,ID_287,Electronics ,3394.0,4,13576
10355,16/06/2024,C0017,Home,2022.0,1,2022
10356,2024-06-25,C0040,Beauty,1675.0,2,3350
10357,2024-06-14,ID_344,N/A,1014.0,2,2028
10358,2024-09-14,C0265,Beauty,7109.0,1,7109
10359,31/08/2024,C0273,Clothing,9371.0,3,28113
10360,2024-07-11,ID_238,Electronics ,8038.0,3,24114
10361,2024-06-07,ID_151,BOOKS,6882.0,3,20646
10362,2024-08-15,ID_300,Beauty,7372.0,3,22116
10363,2024-08-08,C0251,Home,3602.0,3,10806
10364,2024-07-23,C0079,Beauty,7308.0,4,29232
10365,2024-08-05,ID_345,Clothing,810.0,1,810
10366,2024-07-19,ID_063,Clothing,8402.0,2,16804
10367,2024-07-22,ID_046,BOOKS,4225.0,2,8450
10368,2024-06-16,C0180,Electronics ,2479.0,1,2479
10369,2024-07-26,C0058,N/A,7040.0,3,21120
10370,2024-07-12,ID_107,Beauty,8230.0,3,24690
10371,19/08/2024,C0108,Beauty,9787.0,1,9787
10372,2024-09-06,C0297,Home,2303.0,1,2303
10373,2024-06-26,ID_233,Clothing,2801.0,2,5602
10374,2024-06-20,C0137,BOOKS,8650.0,1,8650
10375,2024-06-01,ID_179,Clothing,4077.0,4,16308
10376,2024-08-06,C0256,Beauty,5954.0,2,11908
10377,16/09/2024,ID_181,Beauty,5691.0,3,17073
10378,2024-09-01,ID_130,Clothing,250.0,1,250
10379,2024-07-25,C0031,Clothing,1342.0,4,5368
10380,03/09/2024,C0076,N/A,487.0,2,974
10381,2024-08-23,C0214,Home,5198.0,4,20792
10382,24/08/2024,ID_042,Clothing,4360.0,1,4360
10383,2024-08-12,C0358,Home,2855.0,1,2855
10384,2024-06-19,ID_365,BOOKS,2116.0,2,4232
10385,2024-06-10,C0313,Beauty,9064.0,4,36256
10386,2024-08-04,ID_367,Clothing,7532.0,3,22596
10387,16/07/2024,ID_337,Electronics ,1945.0,2,3890
10388,2024-06-17,C0270,Electronics ,9794.0,4,39176
10389,04/08/2024,ID_154,Home,4705.0,1,4705
10390,14/09/2024,C0092,Electronics ,2080.0,4,8320
10391,2024-09-10,C0216,Home,5341.0,4,21364
10392,2024-06-08,ID_087,BOOKS,3547.0,4,14188
10393,2024-06-07,ID_260,Home,7332.0,4,29328
10394,2024-06-30,C0019,Clothing,414.0,2,828
10395,2024-07-29,ID_049,Electronics ,8457.0,1,8457
10396,11/06/2024,C0348,Clothing,1391.0,2,2782
10397,2024-08-31,ID_231,Electronics ,4296.0,1,4296
10398,15/09/2024,C0121,Electronics ,2261.0,1,2261
10399,2024-07-14,C0003,Beauty,1039.0,2,2078
10400,2024-08-08,ID_150,Electronics ,1348.0,4,5392
10401,2024-06-09,C0349,Home,551.0,2,1102
10402,2024-08-13,ID_218,Clothing,7776.0,4,31104
10403,2024-08-28,C0311,Clothing,,1,7530
10404,2024-07-26,ID_192,Home,5697.0,2,11394
10405,2024-06-02,ID_293,Clothing,5485.0,3,16455
10406,2024-08-15,C0003,BOOKS,3088.0,2,6176
10407,2024-09-29,ID_091,BOOKS,5942.0,1,5942
10408,18/08/2024,ID_354,Beauty,9316.0,4,37264
10409,2024-07-27,C0332,Electronics ,8969.0,2,17938
10410,2024-09-20,ID_292,BOOKS,4101.0,2,8202
10411,2024-08-12,ID_131,BOOKS,2152.0,2,4304
10412,2024-08-11,C0305,BOOKS,8900.0,1,8900
10413,2024-08-10,C0307,Home,1322.0,3,3966
10414,2024-07-01,C0228,BOOKS,5013.0,1,5013
10415,2024-09-20,C0123,Home,2993.0,3,8979
10416,2024-06-12,C0168,Beauty,3208.0,2,6416
10417,2024-07-16,ID_238,Home,3082.0,2,6164
10418,2024-07-20,ID_254,Home,3865.0,4,15460
10419,2024-06-30,ID_264,Clothing,8050.0,3,24150
10420,2024-07-07,C0262,N/A,8882.0,4,35528
10421,2024-07-31,ID_073,Electronics ,1050.0,2,2100
10422,2024-06-27,C0228,Beauty,4141.0,4,16564
10423,2024-07-31,C0110,Electronics ,9271.0,1,9271
10424,11/08/2024,C0116,Home,7460.0,3,22380
10425,2024-07-18,C0137,Electronics ,9956.0,2,19912
10426,2024-09-01,ID_116,Beauty,7209.0,1,7209
10427,21/09/2024,ID_366,Electronics ,8409.0,2,16818
10428,2024-07-08,C0237,Clothing,837.0,2,1674
10429,2024-06-07,ID_040,Beauty,6163.0,2,12326
10430,2024-06-28,C0220,Clothing,6387.0,2,12774
10431,2024-09-07,C0031,BOOKS,,3,17256
10432,2024-09-22,ID_134,Home,1904.0,1,1904
10433,12/09/2024,ID_158,Home,8827.0,2,17654
10434,2024-06-12,ID_048,Home,7211.0,1,7211
10435,2024-06-10,ID_227,Beauty,3739.0,4,14956
10436,2024-08-07,ID_054,BOOKS,3665.0,2,7330
10437,20/07/2024,ID_323,Clothing,5340.0,1,5340
10438,2024-09-13,ID_364,Clothing,2378.0,1,2378
10439,2024-06-01,ID_375,Electronics ,2472.0,1,2472
10440,2024-08-01,C0157,Home,1776.0,3,5328
10441,2024-08-23,ID_306,Electronics ,3466.0,4,13864
10442,09/09/2024,C0365,Beauty,8260.0,4,33040
10443,13/08/2024,C0277,BOOKS,6722.0,4,26888
10444,01/08/2024,ID_256,Beauty,1962.0,4,7848
10445,2024-06-19,ID_169,Clothing,1967.0,3,5901
10446,2024-09-15,ID_230,Clothing,2978.0,4,11912
10447,2024-08-11,ID_344,Beauty,,1,6005
10448,2024-07-20,ID_354,Clothing,,3,19065
10449,2024-08-26,C0141,Clothing,2214.0,3,6642
10450,08/09/2024,ID_203,Electronics ,445.0,4,1780
10451,2024-08-11,C0227,Clothing,1966.0,4,7864
10452,2024-08-24,C0288,Electronics ,8216.0,1,8216
10453,2024-09-30,ID_353,Clothing,7198.0,3,21594
10454,10/07/2024,ID_337,BOOKS,8902.0,4,35608
10455,2024-07-14,C0326,BOOKS,3131.0,4,12524
10456,06/08/2024,ID_316,BOOKS,8971.0,4,35884
10457,2024-07-30,C0034,N/A,190.0,2,380
10458,2024-07-29,C0139,Clothing,8200.0,2,16400
10459,2024-08-25,ID_314,Clothing,1304.0,3,3912
10460,2024-07-27,ID_149,Home,9862.0,2,19724
10461,09/08/2024,C0095,Home,9202.0,3,27606
10462,2024-09-06,C0115,Electronics ,3512.0,2,7024
10463,2024-09-08,ID_151,Home,3823.0,1,3823
10464,2024-08-11,ID_310,Beauty,3115.0,4,12460
10465,01/08/2024,C0098,N/A,359.0,1,359
10466,2024-08-11,ID_288,Electronics ,4642.0,4,18568
10467,10/08/2024,C0208,Home,340.0,2,680
10468,2024-06-03,ID_149,Beauty,3058.0,2,6116
10469,2024-08-13,ID_301,BOOKS,756.0,3,2268
10470,2024-06-18,C0188,Clothing,8596.0,3,25788
10471,2024-07-09,C0299,BOOKS,206.0,2,412
10472,23/08/2024,C0149,Electronics ,8748.0,4,34992
10473,2024-09-25,ID_056,Home,1470.0,2,2940
10474,2024-09-14,C0161,Beauty,,2,10054
10475,2024-07-21,ID_308,Home,3873.0,4,15492
10476,2024-09-19,ID_088,Electronics ,9393.0,3,28179
10477,2024-09-08,ID_345,BOOKS,9296.0,4,37184
10478,09/09/2024,C0216,Clothing,2756.0,4,11024
10479,06/09/2024,C0072,Home,6053.0,3,18159
10480,07/09/2024,C0233,BOOKS,6651.0,1,6651
